,contestId,handle,rank,oldRating,newRating,startTimeSeconds,acceptance_rate,avg_rating,dp,divide and conquer,two pointers,binary search,dfs and similar,dsu,games,sortings,graphs,data structures,brute force,schedules,probabilities,strings,chinese remainder theorem,geometry,bitmasks,implementation,matrices,trees,combinatorics,number theory,constructive algorithms,ternary search,interactive,greedy,shortest paths,math,hashing,flows,string suffix structures,graph matchings,fft,2-sat,*special,meet-in-the-middle,expression parsing,changeRating,date
778,1903.0,niranjanrajeev25,1984.0,1450.0,1451.0,1701362100.0,0.3658280922431866,1172.0461095100864,42.0,2.0,22.0,29.0,25.0,8.0,10.0,54.0,28.0,23.0,52.0,0.0,2.0,34.0,0.0,4.0,9.0,93.0,2.0,15.0,17.0,31.0,73.0,2.0,7.0,159.0,13.0,128.0,5.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2023-11-30 16:35:00
3764,1903.0,JasonMendoza2008,3275.0,1261.0,1261.0,1701362100.0,0.3250773993808049,1122.857142857143,15.0,0.0,8.0,18.0,10.0,6.0,2.0,32.0,8.0,13.0,18.0,0.0,0.0,7.0,0.0,5.0,2.0,49.0,0.0,1.0,7.0,4.0,19.0,0.0,0.0,39.0,1.0,51.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023-11-30 16:35:00
6298,1903.0,AryRDW,193.0,1844.0,1907.0,1701362100.0,0.393652561247216,1262.1933621933622,97.0,4.0,56.0,84.0,42.0,20.0,24.0,105.0,41.0,105.0,126.0,1.0,3.0,53.0,1.0,19.0,40.0,206.0,2.0,25.0,31.0,60.0,202.0,3.0,17.0,354.0,11.0,289.0,8.0,4.0,2.0,1.0,0.0,1.0,0.0,1.0,0.0,63.0,2023-11-30 16:35:00
4903,1903.0,shreyk,4748.0,1104.0,1094.0,1701362100.0,0.4078549848942598,1015.925925925926,14.0,0.0,20.0,19.0,3.0,0.0,11.0,49.0,2.0,9.0,44.0,0.0,1.0,35.0,0.0,5.0,14.0,85.0,0.0,5.0,9.0,27.0,81.0,0.0,0.0,115.0,1.0,134.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-10.0,2023-11-30 16:35:00
2846,1902.0,shenfe1,604.0,2050.0,2009.0,1701614100.0,0.3695965417867435,1373.0195177956373,131.0,10.0,63.0,99.0,93.0,35.0,22.0,138.0,89.0,140.0,181.0,1.0,9.0,79.0,1.0,16.0,54.0,277.0,3.0,52.0,37.0,82.0,204.0,4.0,12.0,370.0,39.0,299.0,18.0,4.0,3.0,2.0,0.0,3.0,23.0,1.0,1.0,-41.0,2023-12-03 14:35:00
6012,1902.0,Werner,2036.0,1489.0,1503.0,1701614100.0,0.4014791336502905,1006.8791946308723,45.0,2.0,39.0,47.0,20.0,5.0,8.0,93.0,17.0,54.0,99.0,0.0,1.0,75.0,0.0,10.0,18.0,258.0,0.0,9.0,16.0,38.0,111.0,0.0,2.0,205.0,7.0,226.0,7.0,2.0,0.0,2.0,1.0,0.0,8.0,0.0,2.0,14.0,2023-12-03 14:35:00
1746,1902.0,outwitter,2699.0,1355.0,1380.0,1701614100.0,0.3517241379310344,1039.2156862745098,5.0,1.0,10.0,11.0,2.0,1.0,4.0,22.0,2.0,6.0,18.0,0.0,0.0,8.0,0.0,2.0,6.0,26.0,0.0,3.0,1.0,5.0,36.0,0.0,0.0,50.0,2.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,2023-12-03 14:35:00
1532,1902.0,DerrickLo,1678.0,1688.0,1667.0,1701614100.0,0.443019943019943,1652.0900321543409,63.0,9.0,25.0,30.0,31.0,16.0,9.0,47.0,39.0,59.0,53.0,0.0,7.0,28.0,2.0,13.0,14.0,62.0,2.0,26.0,24.0,32.0,60.0,0.0,5.0,98.0,14.0,107.0,9.0,2.0,4.0,2.0,4.0,1.0,1.0,1.0,0.0,-21.0,2023-12-03 14:35:00
6299,1902.0,AryRDW,324.0,1907.0,1939.0,1701614100.0,0.3938053097345133,1263.323782234957,97.0,4.0,56.0,85.0,42.0,20.0,24.0,106.0,41.0,105.0,129.0,1.0,3.0,53.0,1.0,19.0,42.0,206.0,2.0,25.0,31.0,60.0,204.0,3.0,18.0,359.0,11.0,290.0,8.0,4.0,2.0,1.0,0.0,1.0,0.0,1.0,0.0,32.0,2023-12-03 14:35:00
6688,1902.0,jgjgjjg,1727.0,1439.0,1481.0,1701614100.0,0.3544891640866873,1039.3782383419689,19.0,0.0,11.0,15.0,10.0,1.0,6.0,28.0,9.0,16.0,32.0,0.0,0.0,32.0,0.0,8.0,10.0,73.0,0.0,6.0,12.0,13.0,34.0,3.0,2.0,75.0,4.0,90.0,2.0,2.0,1.0,1.0,0.0,0.0,3.0,0.0,1.0,42.0,2023-12-03 14:35:00
5202,1902.0,Binary_Sirius,1653.0,1554.0,1568.0,1701614100.0,0.5781990521327014,1066.8032786885246,20.0,1.0,21.0,23.0,1.0,0.0,9.0,45.0,3.0,16.0,47.0,0.0,1.0,26.0,1.0,7.0,7.0,81.0,1.0,1.0,7.0,23.0,78.0,1.0,0.0,123.0,0.0,105.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,2023-12-03 14:35:00
6442,1902.0,Jin-Keeper,1967.0,1634.0,1614.0,1701614100.0,0.3538175046554935,1278.723404255319,34.0,2.0,15.0,37.0,6.0,7.0,6.0,49.0,9.0,33.0,33.0,1.0,0.0,15.0,0.0,2.0,16.0,39.0,0.0,10.0,11.0,18.0,45.0,0.0,3.0,96.0,8.0,81.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,-20.0,2023-12-03 14:35:00
4232,1902.0,shadaBhai2.0,8699.0,1019.0,977.0,1701614100.0,0.4829059829059829,1088.0530973451328,26.0,0.0,11.0,16.0,8.0,2.0,5.0,28.0,6.0,13.0,39.0,0.0,2.0,25.0,0.0,5.0,5.0,101.0,1.0,3.0,10.0,18.0,35.0,1.0,0.0,79.0,2.0,79.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-42.0,2023-12-03 14:35:00
1044,1902.0,Anshu019,1112.0,569.0,989.0,1701614100.0,0.6326530612244898,1159.2592592592594,5.0,0.0,3.0,1.0,1.0,1.0,0.0,4.0,2.0,1.0,10.0,0.0,0.0,1.0,0.0,0.0,3.0,6.0,0.0,3.0,2.0,3.0,12.0,0.0,1.0,16.0,0.0,15.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,420.0,2023-12-03 14:35:00
922,1902.0,alexztv,2599.0,1526.0,1509.0,1701614100.0,0.4732006125574272,959.4202898550724,15.0,3.0,12.0,16.0,5.0,1.0,6.0,32.0,3.0,16.0,31.0,0.0,0.0,31.0,0.0,3.0,8.0,99.0,0.0,4.0,10.0,12.0,39.0,0.0,1.0,60.0,2.0,77.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-17.0,2023-12-03 14:35:00
5527,1902.0,limabeans,1125.0,1852.0,1820.0,1701614100.0,0.4939801388522717,1635.8091137423753,1259.0,118.0,388.0,763.0,526.0,190.0,115.0,738.0,556.0,1013.0,996.0,3.0,76.0,457.0,9.0,113.0,318.0,1658.0,59.0,382.0,349.0,541.0,1080.0,34.0,109.0,1963.0,136.0,1834.0,87.0,31.0,31.0,31.0,20.0,15.0,36.0,17.0,5.0,-32.0,2023-12-03 14:35:00
2619,1902.0,sifmuna,3112.0,1558.0,1518.0,1701614100.0,0.4412893323100537,1209.5652173913045,92.0,2.0,48.0,69.0,45.0,15.0,10.0,93.0,38.0,70.0,117.0,0.0,2.0,56.0,0.0,10.0,25.0,216.0,1.0,21.0,21.0,48.0,112.0,5.0,0.0,245.0,11.0,214.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,-40.0,2023-12-03 14:35:00
5682,1902.0,LFTAYRI,5546.0,662.0,896.0,1701614100.0,0.3963133640552995,931.7647058823528,2.0,0.0,5.0,1.0,0.0,0.0,1.0,12.0,0.0,6.0,18.0,0.0,1.0,18.0,0.0,2.0,0.0,56.0,0.0,0.0,0.0,5.0,8.0,0.0,0.0,24.0,0.0,20.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,234.0,2023-12-03 14:35:00
4904,1902.0,shreyk,4130.0,1094.0,1148.0,1701614100.0,0.4105263157894737,1017.2161172161173,14.0,0.0,20.0,19.0,3.0,0.0,11.0,50.0,2.0,9.0,46.0,0.0,1.0,35.0,0.0,5.0,15.0,85.0,0.0,5.0,9.0,27.0,83.0,0.0,0.0,118.0,1.0,134.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,54.0,2023-12-03 14:35:00
779,1902.0,niranjanrajeev25,3451.0,1451.0,1428.0,1701614100.0,0.3662551440329218,1174.2937853107344,42.0,2.0,22.0,30.0,25.0,8.0,10.0,56.0,28.0,24.0,55.0,0.0,2.0,34.0,0.0,4.0,11.0,94.0,2.0,15.0,17.0,31.0,76.0,2.0,7.0,165.0,13.0,129.0,5.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,-23.0,2023-12-03 14:35:00
1,1902.0,gaiercop,9239.0,378.0,628.0,1701614100.0,0.1666666666666666,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,250.0,2023-12-03 14:35:00
2166,1902.0,Eclipsed1.1,1398.0,1394.0,1502.0,1701614100.0,0.4680851063829787,1243.1818181818182,16.0,0.0,6.0,6.0,3.0,0.0,2.0,10.0,4.0,4.0,8.0,0.0,1.0,2.0,0.0,1.0,4.0,11.0,1.0,6.0,3.0,5.0,4.0,0.0,0.0,20.0,1.0,23.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,108.0,2023-12-03 14:35:00
3358,1902.0,Amirmohammad.B,6574.0,873.0,922.0,1701614100.0,0.2772384034519957,965.4901960784314,22.0,2.0,8.0,25.0,1.0,0.0,3.0,33.0,0.0,4.0,40.0,0.0,1.0,33.0,0.0,1.0,13.0,139.0,0.0,0.0,3.0,12.0,27.0,0.0,0.0,68.0,1.0,74.0,0.0,0.0,0.0,2.0,0.0,0.0,4.0,0.0,1.0,49.0,2023-12-03 14:35:00
123,1902.0,jai_hanuman_orz,6574.0,1236.0,1188.0,1701614100.0,0.6037735849056604,1060.9375,4.0,0.0,5.0,4.0,2.0,0.0,2.0,9.0,2.0,2.0,11.0,0.0,0.0,6.0,0.0,3.0,4.0,16.0,0.0,0.0,0.0,8.0,18.0,1.0,0.0,25.0,0.0,29.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-48.0,2023-12-03 14:35:00
3605,1902.0,Toufik,3332.0,1448.0,1429.0,1701614100.0,0.5971731448763251,1110.2994011976048,80.0,5.0,57.0,82.0,34.0,14.0,17.0,143.0,33.0,94.0,158.0,1.0,3.0,101.0,0.0,16.0,39.0,300.0,1.0,19.0,24.0,73.0,162.0,5.0,5.0,362.0,10.0,304.0,12.0,2.0,0.0,2.0,0.0,0.0,11.0,0.0,1.0,-19.0,2023-12-03 14:35:00
2015,1902.0,prairie2022,264.0,1985.0,2008.0,1701614100.0,0.6241830065359477,1521.8579234972678,38.0,9.0,25.0,37.0,15.0,8.0,7.0,40.0,12.0,36.0,35.0,0.0,5.0,17.0,1.0,3.0,18.0,49.0,1.0,17.0,14.0,19.0,50.0,0.0,1.0,92.0,3.0,86.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,2023-12-03 14:35:00
7643,1902.0,ilefbenrahma,5377.0,1373.0,1322.0,1701614100.0,0.2384062704114957,1271.843251088534,96.0,7.0,46.0,74.0,77.0,53.0,10.0,94.0,70.0,72.0,118.0,6.0,8.0,72.0,5.0,19.0,37.0,260.0,1.0,31.0,32.0,69.0,126.0,3.0,15.0,231.0,24.0,233.0,15.0,5.0,1.0,7.0,1.0,8.0,9.0,9.0,6.0,-51.0,2023-12-03 14:35:00
2999,1902.0,_Gawd_,1234.0,1948.0,1887.0,1701614100.0,0.4820484274979126,1638.2966396292004,385.0,40.0,163.0,315.0,148.0,41.0,33.0,241.0,121.0,367.0,359.0,1.0,41.0,130.0,11.0,37.0,149.0,395.0,21.0,126.0,149.0,272.0,355.0,15.0,65.0,596.0,32.0,708.0,49.0,7.0,15.0,9.0,4.0,5.0,4.0,11.0,3.0,-61.0,2023-12-03 14:35:00
2226,1902.0,tianyouzi,1578.0,1395.0,1456.0,1701614100.0,0.8421052631578947,1127.5862068965516,3.0,0.0,1.0,2.0,0.0,0.0,0.0,4.0,0.0,2.0,7.0,0.0,0.0,1.0,0.0,0.0,1.0,6.0,0.0,0.0,0.0,8.0,7.0,0.0,0.0,10.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.0,2023-12-03 14:35:00
3796,1902.0,MoSooN,1967.0,1689.0,1655.0,1701614100.0,0.4736,1101.6891891891892,26.0,2.0,25.0,27.0,10.0,4.0,7.0,44.0,11.0,29.0,51.0,0.0,0.0,24.0,0.0,8.0,14.0,89.0,0.0,5.0,10.0,20.0,60.0,1.0,0.0,125.0,4.0,154.0,4.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,-34.0,2023-12-03 14:35:00
2374,1902.0,10g0,1836.0,1518.0,1533.0,1701614100.0,0.2906127037661608,1212.7155172413793,141.0,8.0,56.0,100.0,50.0,11.0,29.0,155.0,45.0,85.0,190.0,1.0,3.0,71.0,1.0,13.0,45.0,268.0,5.0,36.0,36.0,119.0,207.0,5.0,5.0,397.0,13.0,401.0,10.0,7.0,3.0,10.0,0.0,2.0,7.0,0.0,4.0,15.0,2023-12-03 14:35:00
8027,1902.0,powervic08,933.0,1785.0,1783.0,1701614100.0,0.4618768328445747,1231.3993174061434,39.0,3.0,36.0,49.0,24.0,6.0,5.0,51.0,15.0,26.0,50.0,0.0,4.0,40.0,0.0,4.0,9.0,81.0,0.0,14.0,16.0,19.0,49.0,3.0,5.0,126.0,7.0,119.0,4.0,2.0,0.0,1.0,0.0,0.0,3.0,1.0,0.0,-2.0,2023-12-03 14:35:00
2421,1902.0,parizz,5746.0,1158.0,1151.0,1701614100.0,0.4196428571428571,929.7872340425532,4.0,0.0,4.0,6.0,0.0,0.0,1.0,4.0,0.0,0.0,12.0,0.0,0.0,5.0,0.0,3.0,1.0,12.0,0.0,0.0,0.0,1.0,11.0,0.0,0.0,24.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7.0,2023-12-03 14:35:00
124,1907.0,jai_hanuman_orz,6173.0,1188.0,1179.0,1701787500.0,0.5909090909090909,1056.923076923077,4.0,0.0,5.0,4.0,2.0,0.0,2.0,9.0,2.0,2.0,11.0,0.0,0.0,6.0,0.0,3.0,4.0,16.0,0.0,0.0,0.0,8.0,19.0,1.0,0.0,25.0,0.0,29.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.0,2023-12-05 14:45:00
6689,1907.0,jgjgjjg,1271.0,1481.0,1505.0,1701787500.0,0.357361963190184,1044.1624365482232,19.0,0.0,11.0,16.0,10.0,1.0,6.0,28.0,9.0,17.0,34.0,0.0,0.0,33.0,0.0,8.0,10.0,73.0,0.0,7.0,12.0,14.0,36.0,3.0,2.0,77.0,4.0,91.0,2.0,2.0,1.0,1.0,0.0,0.0,3.0,0.0,1.0,24.0,2023-12-05 14:45:00
5727,1907.0,scyyyyyyyyyy,885.0,712.0,1074.0,1701787500.0,0.4719101123595505,1591.6666666666667,26.0,3.0,6.0,10.0,12.0,1.0,2.0,11.0,10.0,21.0,14.0,0.0,2.0,7.0,0.0,1.0,5.0,22.0,1.0,8.0,7.0,5.0,13.0,0.0,0.0,41.0,3.0,28.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,362.0,2023-12-05 14:45:00
4233,1907.0,shadaBhai2.0,7671.0,977.0,1003.0,1701787500.0,0.4811715481171548,1086.9565217391305,26.0,0.0,11.0,19.0,8.0,2.0,5.0,28.0,6.0,13.0,42.0,0.0,2.0,25.0,0.0,5.0,5.0,101.0,1.0,3.0,10.0,18.0,36.0,1.0,0.0,82.0,2.0,79.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,26.0,2023-12-05 14:45:00
4905,1907.0,shreyk,7168.0,1148.0,1134.0,1701787500.0,0.414050822122571,1018.0505415162456,14.0,0.0,20.0,21.0,3.0,0.0,11.0,50.0,2.0,9.0,49.0,0.0,1.0,35.0,0.0,5.0,15.0,85.0,0.0,5.0,9.0,28.0,85.0,0.0,0.0,121.0,1.0,135.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-14.0,2023-12-05 14:45:00
923,1907.0,alexztv,1975.0,1509.0,1500.0,1701787500.0,0.4748858447488584,960.952380952381,15.0,3.0,12.0,17.0,5.0,1.0,6.0,32.0,3.0,16.0,33.0,0.0,0.0,31.0,0.0,3.0,8.0,99.0,0.0,4.0,10.0,13.0,41.0,0.0,1.0,62.0,2.0,78.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-9.0,2023-12-05 14:45:00
7644,1907.0,ilefbenrahma,5217.0,1322.0,1294.0,1701787500.0,0.2388690282742931,1270.1729106628245,96.0,7.0,46.0,75.0,77.0,53.0,10.0,95.0,70.0,72.0,122.0,6.0,8.0,72.0,5.0,19.0,38.0,260.0,1.0,31.0,32.0,70.0,129.0,3.0,15.0,235.0,24.0,234.0,15.0,5.0,1.0,7.0,1.0,8.0,9.0,9.0,6.0,-28.0,2023-12-05 14:45:00
3606,1907.0,Toufik,3236.0,1429.0,1409.0,1701787500.0,0.5976039464411558,1110.143198090692,80.0,5.0,57.0,83.0,34.0,14.0,17.0,143.0,33.0,94.0,160.0,1.0,3.0,101.0,0.0,16.0,39.0,300.0,1.0,19.0,24.0,74.0,164.0,5.0,5.0,364.0,10.0,305.0,12.0,2.0,0.0,2.0,0.0,0.0,11.0,0.0,1.0,-20.0,2023-12-05 14:45:00
4583,1907.0,hamo21,51.0,647.0,1171.0,1701787500.0,0.3409090909090909,1213.3333333333333,2.0,0.0,1.0,3.0,0.0,0.0,1.0,2.0,1.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,1.0,0.0,4.0,5.0,0.0,0.0,10.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,524.0,2023-12-05 14:45:00
48,1907.0,MrBruceWayne,6006.0,1170.0,1168.0,1701787500.0,0.5062344139650873,1034.1836734693877,15.0,0.0,13.0,9.0,9.0,2.0,1.0,22.0,8.0,17.0,42.0,0.0,0.0,27.0,0.0,5.0,2.0,78.0,0.0,2.0,8.0,12.0,31.0,0.0,0.0,77.0,1.0,81.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-2.0,2023-12-05 14:45:00
1622,1907.0,Ziad_Ebrahim,5384.0,658.0,906.0,1701787500.0,0.4166666666666667,810.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0,2.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,248.0,2023-12-05 14:45:00
2620,1907.0,sifmuna,840.0,1518.0,1556.0,1701787500.0,0.4417364813404417,1210.6896551724135,93.0,2.0,48.0,71.0,45.0,15.0,10.0,93.0,38.0,71.0,119.0,0.0,2.0,56.0,0.0,10.0,25.0,217.0,1.0,21.0,21.0,50.0,114.0,5.0,0.0,247.0,11.0,216.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,38.0,2023-12-05 14:45:00
3359,1907.0,Amirmohammad.B,6717.0,922.0,982.0,1701787500.0,0.275531914893617,964.591439688716,22.0,2.0,8.0,25.0,1.0,0.0,3.0,33.0,0.0,4.0,40.0,0.0,1.0,33.0,0.0,1.0,13.0,139.0,0.0,0.0,3.0,13.0,28.0,0.0,0.0,68.0,1.0,75.0,0.0,0.0,0.0,2.0,0.0,0.0,4.0,0.0,1.0,60.0,2023-12-05 14:45:00
5203,1907.0,Binary_Sirius,800.0,1568.0,1594.0,1701787500.0,0.5784543325526932,1066.8016194331983,20.0,1.0,21.0,24.0,1.0,0.0,9.0,45.0,3.0,16.0,49.0,0.0,1.0,26.0,1.0,7.0,7.0,81.0,1.0,1.0,7.0,24.0,80.0,1.0,0.0,125.0,0.0,106.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,2023-12-05 14:45:00
1747,1907.0,outwitter,3935.0,1380.0,1358.0,1701787500.0,0.3559322033898305,1040.0,5.0,1.0,10.0,12.0,2.0,1.0,4.0,22.0,2.0,6.0,20.0,0.0,0.0,8.0,0.0,2.0,6.0,26.0,0.0,3.0,1.0,6.0,38.0,0.0,0.0,52.0,2.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-22.0,2023-12-05 14:45:00
2167,1907.0,Eclipsed1.1,1937.0,1502.0,1496.0,1701787500.0,0.4795918367346938,1231.914893617021,16.0,0.0,6.0,7.0,3.0,0.0,2.0,10.0,4.0,4.0,10.0,0.0,1.0,2.0,0.0,1.0,4.0,11.0,1.0,6.0,3.0,6.0,6.0,0.0,0.0,22.0,1.0,24.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.0,2023-12-05 14:45:00
6013,1907.0,Werner,3748.0,1503.0,1455.0,1701787500.0,0.4028361344537815,1006.4891846921796,45.0,2.0,39.0,48.0,20.0,5.0,8.0,93.0,17.0,54.0,101.0,0.0,1.0,75.0,0.0,10.0,18.0,259.0,0.0,9.0,16.0,39.0,113.0,0.0,2.0,207.0,7.0,228.0,7.0,2.0,0.0,2.0,1.0,0.0,8.0,0.0,2.0,-48.0,2023-12-05 14:45:00
780,1907.0,niranjanrajeev25,1925.0,1428.0,1441.0,1701787500.0,0.3635448136958711,1174.6518105849582,42.0,2.0,22.0,31.0,26.0,8.0,10.0,56.0,29.0,24.0,57.0,0.0,2.0,34.0,0.0,4.0,11.0,94.0,2.0,16.0,18.0,33.0,79.0,2.0,7.0,167.0,13.0,131.0,5.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,2023-12-05 14:45:00
6867,1907.0,mr_warlock,4243.0,1124.0,1168.0,1701787500.0,0.5646067415730337,1060.3174603174602,20.0,0.0,16.0,18.0,3.0,0.0,1.0,31.0,2.0,15.0,39.0,0.0,0.0,20.0,0.0,1.0,5.0,78.0,0.0,0.0,3.0,12.0,31.0,0.0,0.0,76.0,2.0,65.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,44.0,2023-12-05 14:45:00
2375,1907.0,10g0,413.0,1533.0,1605.0,1701787500.0,0.2903314917127071,1212.847965738758,142.0,8.0,56.0,102.0,50.0,11.0,29.0,155.0,45.0,86.0,193.0,1.0,3.0,72.0,1.0,13.0,45.0,270.0,5.0,36.0,36.0,120.0,209.0,5.0,5.0,400.0,13.0,403.0,10.0,7.0,3.0,10.0,0.0,2.0,7.0,0.0,4.0,72.0,2023-12-05 14:45:00
3000,1904.0,_Gawd_,498.0,1887.0,1894.0,1702137900.0,0.4820243362831858,1639.896373056995,390.0,41.0,164.0,317.0,150.0,41.0,33.0,243.0,122.0,369.0,362.0,1.0,41.0,132.0,11.0,37.0,149.0,397.0,21.0,127.0,151.0,273.0,358.0,15.0,65.0,602.0,32.0,711.0,49.0,7.0,15.0,10.0,4.0,5.0,4.0,11.0,3.0,7.0,2023-12-09 16:05:00
2847,1904.0,shenfe1,330.0,2009.0,2009.0,1702137900.0,0.3701991465149359,1377.6523702031602,135.0,10.0,64.0,104.0,94.0,36.0,22.0,139.0,92.0,145.0,184.0,1.0,10.0,82.0,1.0,16.0,54.0,281.0,3.0,54.0,38.0,85.0,208.0,4.0,13.0,373.0,39.0,302.0,18.0,4.0,3.0,2.0,0.0,3.0,23.0,1.0,1.0,0.0,2023-12-09 16:05:00
4234,1904.0,shadaBhai2.0,5172.0,1003.0,1014.0,1702137900.0,0.4813278008298755,1085.344827586207,26.0,0.0,11.0,19.0,8.0,2.0,5.0,28.0,6.0,14.0,42.0,0.0,2.0,26.0,0.0,5.0,5.0,103.0,1.0,3.0,10.0,18.0,36.0,1.0,0.0,82.0,2.0,79.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,11.0,2023-12-09 16:05:00
5204,1904.0,Binary_Sirius,2199.0,1594.0,1563.0,1702137900.0,0.581986143187067,1069.4444444444443,20.0,1.0,21.0,25.0,1.0,0.0,9.0,45.0,3.0,17.0,50.0,0.0,1.0,28.0,1.0,7.0,7.0,83.0,1.0,1.0,8.0,25.0,82.0,1.0,0.0,126.0,0.0,107.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-31.0,2023-12-09 16:05:00
3607,1904.0,Toufik,2375.0,1409.0,1416.0,1702137900.0,0.5981767180925667,1110.6761565836298,80.0,5.0,57.0,84.0,34.0,14.0,17.0,143.0,33.0,95.0,161.0,1.0,3.0,103.0,0.0,16.0,39.0,302.0,1.0,19.0,25.0,75.0,166.0,5.0,5.0,365.0,10.0,306.0,12.0,2.0,0.0,2.0,0.0,0.0,11.0,0.0,1.0,7.0,2023-12-09 16:05:00
6836,1904.0,_spicyerinuwu_,945.0,1293.0,1475.0,1702137900.0,0.6966824644549763,1218.3673469387754,21.0,2.0,10.0,20.0,2.0,2.0,4.0,23.0,5.0,22.0,30.0,0.0,0.0,12.0,0.0,3.0,15.0,31.0,0.0,5.0,6.0,15.0,44.0,0.0,3.0,65.0,3.0,71.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,182.0,2023-12-09 16:05:00
1451,1904.0,ValenciaTravis,7.0,2063.0,2276.0,1702137900.0,0.5171767645221736,1988.9208633093529,252.0,36.0,59.0,109.0,122.0,59.0,15.0,83.0,92.0,246.0,135.0,0.0,28.0,52.0,1.0,15.0,73.0,126.0,5.0,114.0,66.0,70.0,122.0,7.0,17.0,219.0,15.0,226.0,22.0,7.0,28.0,7.0,5.0,2.0,1.0,2.0,0.0,213.0,2023-12-09 16:05:00
1923,1904.0,Christopher_Rdz,6100.0,1502.0,1385.0,1702137900.0,0.4780426599749059,1034.4632768361582,34.0,1.0,19.0,23.0,18.0,6.0,11.0,51.0,16.0,38.0,80.0,0.0,1.0,53.0,0.0,6.0,13.0,121.0,0.0,11.0,9.0,25.0,75.0,0.0,0.0,187.0,4.0,119.0,5.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,-117.0,2023-12-09 16:05:00
2422,1904.0,parizz,3862.0,1151.0,1170.0,1702137900.0,0.4049586776859504,934.6938775510204,4.0,0.0,4.0,6.0,0.0,0.0,1.0,4.0,0.0,0.0,13.0,0.0,0.0,5.0,0.0,3.0,1.0,12.0,0.0,0.0,0.0,2.0,13.0,0.0,0.0,25.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,2023-12-09 16:05:00
